episode,timestep,reward,raw_reward
1,408,-1024.8008195001603
2,618,-1023.9053766929899
3,703,-1025.7133499055092
4,818,-1024.0718347884276
5,897,-1023.6304819030571
6,971,-1023.3659956354994
7,1054,-1023.1880898855417
8,1162,-1023.042392518181
9,1381,-1022.9331793205661
10,1513,-1022.7415306657838
11,1630,-1022.6380250857493
12,1774,-1022.667013858665
13,1918,-1022.4578515149062
14,2030,-1022.4427122052109
15,2125,-1022.4910941724883
16,2625,-958.7546376797006
17,3125,-902.4512159509895
18,3625,-852.3824751753282
19,3747,-861.3207065056237
20,3918,-869.3490705825428
21,4110,-876.6079087058594
22,4223,-883.2219839208341
23,4670,-889.5374663367484
24,4771,-894.9839475360604
25,4877,-900.0493422777525
26,4997,-904.7512800198411
27,5250,-909.4076407274479
28,5327,-913.5150860896964
29,5425,-917.3904016244691
30,5512,-920.9807329315333
31,5595,-924.3134248033425
32,5736,-927.4199031272343
33,5812,-930.3471375041183
34,5972,-933.0692365888973
35,6113,-935.7763419842603
36,6234,-938.2839063824844
37,6351,-940.6057118971805
38,6536,-942.9202158526555
39,6622,-945.1419279702103
40,6739,-947.2068550275147
41,6820,-949.1486104001348
42,6955,-951.0634627318938
43,7134,-952.9343302770822
44,7634,-931.3566811730409
45,7890,-933.5762714840213
46,8390,-913.2837819909303
47,8557,-915.8851044621148
48,8743,-918.3353462801873
49,8990,-920.6208359802536
50,9421,-922.7939477829929
51,9780,-924.8865363597356
52,10025,-926.8264080722904
53,10293,-928.7226641985994
54,10492,-930.4884318934579
55,10992,-913.578089587269
56,11219,-915.6134446320219
57,11426,-917.4574945732005
58,11580,-919.2900716793154
59,11856,-921.0052991462883
60,12035,-922.6895177631476
61,12242,-924.3870289974822
62,12742,-909.508883924807
63,13242,-895.138866742048
64,13742,-881.1740326643645
65,14026,-883.4355445573308
66,14526,-870.0515691891433
67,14841,-872.4068868134831
68,15341,-859.5791073143437
69,15546,-862.0845932943124
70,16046,-849.7712605657513
71,16283,-852.3213904910423
72,16783,-840.8454521673092
73,17026,-843.441163706652
74,17526,-832.1046559543436
75,18026,-821.0661961778129
76,18175,-823.7172405189335
77,18359,-826.4374788988731
78,18859,-815.853544649685
79,19210,-818.5375172937489
80,19409,-821.2164711693835
81,19542,-823.8693704726852
82,19748,-826.4293087332649
83,19962,-828.901088153884
84,20277,-831.2704166348052
85,20627,-833.5758557562053
86,20776,-835.9359689330092
87,21028,-838.2006751829564
88,21156,-840.4620579827678
89,21342,-842.6340749095685
90,21552,-844.7536331319891
91,21736,-846.8386140308395
92,21904,-848.8896141981159
93,22131,-850.86936859095
94,22332,-852.8170636943307
95,22539,-854.7183166966803
96,22709,-856.5926866414508
97,22828,-858.4505587602313
98,23031,-860.2403146857947
99,23148,-862.0385260241951
100,23332,-863.767131971106
101,23514,-863.85536674712
102,23738,-863.9557479269082
103,23898,-864.019866843088
104,24087,-864.1652906508227
105,24236,-864.3107976639335
106,24448,-864.4166220296164
107,24579,-864.5672926350296
108,24714,-864.7190400373465
109,24882,-864.8470399523684
110,25017,-865.0124999724419
111,25161,-865.1450215593501
112,25312,-865.2742276002153
113,25445,-865.4440553358983
114,25633,-865.5589223310213
115,25767,-865.6933969090337
116,25941,-876.0048257884566
117,26100,-886.3406263618698
118,26237,-896.6990923960001
119,26401,-896.8293544330352
120,26559,-896.9631440492994
121,26679,-897.1183220571138
122,26811,-897.2677363822747
123,26940,-897.3566257285253
124,27106,-897.4995793698939
125,27255,-897.6347726368922
126,27617,-897.7328468077689
127,27927,-897.7495054708154
128,28074,-897.8574944378971
129,28225,-897.952926482492
130,28395,-898.0370017536371
131,28663,-898.1257168530983
132,28829,-898.237372061458
133,29080,-898.3220964071656
134,29203,-898.4681679204964
135,29393,-898.5256185205558
136,29581,-898.6016991449163
137,29751,-898.7003756787149
138,30040,-898.7096381913149
139,30311,-898.7055852360754
140,30498,-898.755815291629
141,30774,-898.808115280599
142,30912,-898.861215993655
143,31036,-898.9094377388169
144,31160,-909.2377279053477
145,31286,-909.2911856740428
146,31415,-919.6398274068972
147,31567,-919.6322386552504
148,31750,-919.6414381335712
149,32018,-919.6582036866887
150,32128,-919.7290427017113
151,32249,-919.7951296449232
152,32363,-919.9067113665104
153,32613,-919.96665510406
154,32762,-920.0755187911586
155,32914,-930.4148134300583
156,33073,-930.4857206853757
157,33213,-930.6243228568374
158,33445,-930.7186561986356
159,33556,-930.8748049953313
160,33695,-931.006852209997
161,33854,-931.0879106000762
162,34354,-931.2997572544876
163,34546,-941.6000146861728
164,34669,-951.9367536544393
165,34772,-951.9981470150034
166,34859,-962.3329596611526
167,34959,-962.4085715800658
168,35138,-972.7683201420762
169,35278,-972.7613431845825
170,35415,-983.0714374710625
171,35539,-983.0906769833001
172,35620,-993.1411647427734
173,35769,-993.1934781263184
174,35898,-1003.4333854291758
175,36049,-1013.6816811431071
176,36149,-1013.7353015090484
177,36265,-1013.6964036722046
178,36364,-1023.9490058107574
179,36439,-1023.9262676111862
180,36552,-1023.853794842458
181,36684,-1023.7719809851592
182,36774,-1023.6933101781648
183,36868,-1023.6269103187176
184,36945,-1023.6039641334861
185,37060,-1023.5743267218029
186,37157,-1023.4858208085104
187,37252,-1023.4408211558389
188,37369,-1023.3326475076636
189,37512,-1023.2372570141252
190,37589,-1023.164515929653
191,37686,-1023.0793321200581
192,37760,-1022.9642261867299
193,37859,-1022.8813047042692
194,37955,-1022.7889904091306
195,38037,-1022.7142449767706
196,38112,-1022.6099473695904
197,38183,-1022.4881400002265
198,38406,-1022.4326741428446
199,38532,-1022.3183602881577
200,38607,-1022.2162508520564
201,38683,-1022.1351137492654
202,38815,-1022.0480943709185
203,38893,-1021.932094055558
204,39012,-1021.839431075966
205,39137,-1021.7191544057251
206,39303,-1021.6284155780065
207,39438,-1021.4975237673117
208,39598,-1021.4104510471493
209,39687,-1021.3721680526006
210,39786,-1021.3512389637114
211,39933,-1021.3472343653298
212,40018,-1021.3136575974427
213,40128,-1021.3031652449323
214,40228,-1021.3205105982994
215,40331,-1021.3141826276795
216,40512,-1021.3326928363354
217,40611,-1021.3590525340783
218,40714,-1021.3688101030973
219,40849,-1021.3934277778826
220,40969,-1021.4318869260086
221,41145,-1021.4079651578312
222,41326,-1021.3906295096333
223,41474,-1021.3794039396208
224,41632,-1021.3901744688488
225,41824,-1021.3740584861624
226,41996,-1021.3979855239651
227,42211,-1021.4138287395924
228,42711,-1011.095458808331
229,43211,-1000.7677876061816
230,43429,-1000.7418023095892
231,43929,-990.414978763518
232,44429,-980.0713541354486
233,44689,-980.0466221400698
234,45189,-969.6786869255826
235,45689,-959.3483104089572
236,46189,-949.015418018681
237,46689,-938.7456689226752
238,47189,-928.4566469555546
239,47689,-918.1694591389373
240,48189,-907.8627429953718
241,48689,-897.5487420355734
242,48908,-897.5135301311816
243,49408,-887.1544274681111
244,49908,-876.8171311116073
245,50408,-866.4773623069129
246,50908,-856.1304591367411
247,51079,-856.029030409404
248,51579,-845.6867671205652
249,52079,-835.3779977825739
250,52282,-835.268502456718
251,52502,-835.1731150208002
252,53002,-824.875247238602
253,53502,-814.5478987491659
254,54002,-804.2884635096145
255,54502,-793.9481272733071
256,55002,-783.6608650269856
257,55502,-773.3168260032288
258,56002,-762.9890557852217
259,56502,-752.6460362856992
260,57002,-742.2978356367662
261,57502,-731.9932280111117
262,58002,-731.7918731520789
263,58502,-721.4735822781585
264,59002,-711.1527960924499
265,59502,-700.8520309238193
266,60002,-690.5320483841497
267,60502,-680.1900185456939
268,61002,-669.8388005337138
269,61502,-659.5331946768929
270,62002,-649.229037172683
271,62502,-638.9091233840766
272,63002,-628.6112013377773
273,63502,-618.2627724731564
274,64002,-607.9837717842083
275,64171,-607.940675077119
276,64671,-597.6708810127736
277,65171,-587.3971457059424
278,65671,-577.1387981730763
279,66171,-566.889890799094
280,66671,-556.6561354030237
281,67171,-546.4054109892288
282,67671,-536.1761983018913
283,68171,-525.936005103417
284,68671,-515.6973482479258
285,69171,-505.4808141919528
286,69671,-495.2361335680473
287,70171,-485.0165926134531
288,70671,-474.7786713443049
289,71171,-464.54467316425763
290,71671,-454.2959008207995
291,72171,-444.04372824672566
292,72671,-433.8148875329365
293,73171,-423.57166961083175
294,73671,-413.3300777509675
295,74171,-403.0773232746184
296,74671,-392.8773120877054
297,75171,-382.6362239640395
298,75671,-372.3816021700617
299,76171,-362.15080122063546
300,76671,-351.921969269521
301,77171,-341.68440314498883
302,77671,-331.47768278712067
303,78171,-321.2456995804658
304,78671,-311.00371837866993
305,79171,-300.77974772783693
306,79671,-290.54880801418733
307,80171,-280.3247093651169
308,80671,-270.05498370491347
309,81171,-259.749693833141
310,81671,-249.40795439612336
311,82171,-239.0921115348243
312,82671,-228.7973297903682
313,83171,-218.4555055119033
314,83671,-208.12799564689195
315,84171,-197.79124668652028
316,84671,-187.43474644623967
317,85171,-177.0725741713537
318,85671,-166.70675085666025
319,86171,-156.3397107156521
320,86662,-156.20960087018048
321,87162,-145.86235955042196
322,87662,-135.51231834431402
323,88162,-125.16192031370745
324,88662,-114.83752036577954
325,89162,-104.50310491325196
326,89662,-94.15970795332674
327,90162,-83.8414821434743
328,90662,-83.81132339776495
329,91162,-83.78530736745978
