episode,timestep,reward,raw_reward
1,154,-1019.271793890823
2,246,-1020.2062825231535
3,388,-1021.5290704853556
4,455,-1020.5977211654708
5,574,-1020.9570743551925
6,728,-1021.7757414809703
7,1216,-1022.3683760604788
8,1386,-1022.713592987212
9,1504,-1023.2361733785775
10,1978,-1024.355688195701
11,2167,-1025.2403948479819
12,2414,-1025.2233667736652
13,2610,-1024.9974474605506
14,2810,-1024.7817233695932
15,3310,-956.5879133570758
16,3810,-896.8504563378624
17,4001,-904.9163895172135
18,4501,-854.663791371953
19,4762,-863.9039902667053
20,5262,-820.754497416553
21,5762,-781.7320719956131
22,6042,-793.2264994490387
23,6418,-803.9390020578603
24,6776,-813.3488583486582
25,7276,-780.8447205941529
26,7776,-750.8714896008289
27,8276,-723.088301920802
28,8776,-697.3162299907239
29,9276,-673.2892380295614
30,9428,-684.9698264309156
31,9620,-695.9648784674957
32,10120,-674.2405278704504
33,10620,-653.901283243654
34,11120,-634.7415783094575
35,11620,-616.6680254302701
36,11731,-627.932130341433
37,12231,-611.0838934863241
38,12731,-595.0161168810399
39,13231,-579.7779141056436
40,13731,-565.3215615873736
41,14231,-551.5435953420615
42,14731,-538.4185648308573
43,15231,-525.9231012983353
44,15731,-513.9890877410272
45,16231,-502.5753795318303
46,16731,-491.7036616074515
47,17231,-481.2528739421224
48,17731,-471.250016718485
49,18231,-461.65285904499956
50,18731,-452.42552867691296
51,19231,-443.5922977248411
52,19731,-435.16165191508475
53,20231,-426.9560457844657
54,20731,-419.1305287258496
55,21231,-411.51488205678055
56,21731,-404.18274518199763
57,22231,-397.11442932140505
58,22731,-390.30144779524926
59,22813,-400.9552372958419
60,22941,-411.2835819661867
61,23441,-404.55665840516986
62,23617,-414.54780698773214
63,23770,-424.19015654538055
64,24039,-433.7434870215018
65,24186,-442.80006709121665
66,24474,-451.6663740333814
67,24592,-460.1823185500514
68,24679,-468.4190350498104
69,24795,-476.45555880391487
70,24882,-484.2152407384265
71,24961,-491.7528804880658
72,25073,-499.16276405798675
73,25156,-506.29157012337856
74,25371,-513.3143947514418
75,25513,-520.0775496381676
76,25621,-526.6819667851572
77,25733,-533.1211255519371
78,25824,-539.3729485180512
79,25920,-545.4656371059395
80,26024,-551.4148256510223
81,26122,-557.213656277051
82,26268,-562.8503762657836
83,26360,-568.3599837269637
84,26470,-573.7630043502484
85,26548,-579.0042556174152
86,26779,-584.255740754418
87,26907,-589.3274517750976
88,26991,-594.2234261834659
89,27099,-599.0284821680495
90,27194,-603.7132553894734
91,27277,-608.2829962875973
92,27392,-612.7903718271455
93,27487,-617.1757145608984
94,27571,-621.4563544763939
95,27649,-625.6449573223756
96,27750,-629.7701164397296
97,27943,-633.847667563273
98,28122,-637.8334725576234
99,28235,-641.7549420999118
100,28325,-645.5376470175523
101,28415,-645.5484951261708
102,28496,-645.5299833679446
